blank,active,,filtered_blank,filtered_active,,6s_average_time,6s_average_value
-1.45297,9.29397,,-1.459686504,9.298074056,,,
-1.45136,9.29602,,-1.459579925,9.298047764,,,
-1.44843,9.29913,,-1.459437206,9.298061617,,,
-1.44812,9.30337,,-1.459292346,9.298129564,,,
-1.44998,9.30853,,-1.459173148,9.29826269,,,
-1.45236,9.31271,,-1.45908594,9.298447615,,,
-1.45563,9.31463,,-1.459041704,9.29865475,,,
-1.46179,9.31619,,-1.459076882,9.298879201,,,
-1.46835,9.31588,,-1.459195578,9.299096811,,,
-1.47315,9.31472,,-1.459374194,9.299296788,,,
-1.47824,9.31405,,-1.459615677,9.299485629,,,
-1.48264,9.30993,,-1.459910388,9.299619317,,,
-1.48346,9.30294,,-1.460211823,9.299661822,,,
-1.48218,9.29705,,-1.460493016,9.29962839,,,
-1.48053,9.29217,,-1.460749489,9.299532923,,,
-1.47653,9.28988,,-1.46095148,9.299409366,,,
-1.46973,9.29095,,-1.461063845,9.299301086,,,
-1.46408,9.29168,,-1.461102451,9.299203536,,,
,9.29241,,,9.299116579,,,
,9.29315,,,9.299040206,,,
,9.2937,,,9.298971852,,,
,9.29434,,,9.298912564,,,
,9.29171,,,9.298820371,,,
,9.28683,,,9.298666894,,,
,9.28271,,,9.298462646,,,
,9.27932,,,9.29821762,,,
,9.27963,,,9.297979699,,,
,9.28411,,,9.297802167,,,
,9.28881,,,9.297687067,,,
,9.29275,,,9.297623872,,,
,9.29779,,,9.297625999,,,
,9.30227,,,9.297685442,,,
,9.30651,,,9.297798396,,,
,9.30984,,,9.297952529,,,
,9.31054,,,9.298113649,,,
,9.30905,,,9.298253634,,,
,9.30633,,,9.298357011,,,
,9.30404,,,9.298429754,,,
,9.3048,,,9.298511293,,,
,9.30538,,,9.298599212,,,
,9.30499,,,9.298681014,,,
,9.30651,,,9.298781225,,,
,9.30767,,,9.298895002,,,
,9.30944,,,9.299029978,,,
,9.31246,,,9.299201882,,,
,9.31295,,,9.299377858,,,
,9.31066,,,9.299522269,,,
,9.30822,,,9.2996336,,,
,9.30535,,,9.29970677,,,
,9.30279,,,9.299746235,,,
,9.30065,,,9.299757804,,,
,9.29736,,,9.299727112,,,
,9.29415,,,9.299655725,,,
,9.29171,,,9.299554019,,,
,9.29187,,,9.299455664,,,
,9.29538,,,9.299403495,,,
,9.29739,,,9.299377723,,,
,9.29809,,,9.29936124,,,
,9.29919,,,9.299359048,,,
,9.29989,,,9.299365844,,,
,9.30069,,,9.299382793,,,
,9.30282,,,9.29942679,,,
,9.30328,,,9.299476111,,,
,9.30255,,,9.299515457,,,
,9.30291,,,9.299558907,,,
,9.30441,,,9.299621001,,,
,9.30648,,,9.299708796,,,
,9.30685,,,9.299800203,,,
,9.30529,,,9.299870473,,,
,9.302,,,9.299897731,,,
,9.29769,,,9.299869472,,,
,9.29443,,,9.299799846,,,
,9.29412,,,9.299727144,,,
,9.29287,,,9.299639373,,,
,9.29074,,,9.299525461,,,
,9.2911,,,9.299417615,,,
,9.29238,,,9.299327534,,,
,9.29516,,,9.299274189,,,
,9.29885,,,9.29926876,,,
,9.30053,,,9.299284903,,,
,9.29949,,,9.299287529,,,
,9.29754,,,9.29926516,,,
,9.29577,,,9.299220422,,,
,9.29498,,,9.299166145,,,
,9.2944,,,9.299105138,,,
,9.2922,,,9.299016752,,,
,9.29089,,,9.29891273,,,
,9.2901,,,9.298799927,,,
,9.29077,,,9.298697144,,,
,9.29443,,,9.298642525,,,
,9.29623,,,9.298611644,,,
,9.2962,,,9.298580775,,,
,9.29614,,,9.298549533,,,
,9.29565,,,9.298512419,,,
,9.29531,,,9.298471428,,,
,9.29455,,,9.298421234,,,
,9.29174,,,9.298335714,,,
